cliente,total_pedidos,valor_total,ticket_medio,primeira_compra,ultima_compra
SUPERMERCADO PLANALTO,1192,314074.53,263.49,2026-02-01 00:00:00,2026-02-01 00:00:00
AGROVALE LJ 1,474,313952.57,662.35,2026-02-01 00:00:00,2026-02-01 00:00:00
VN AUTOSSERVICO,476,313642.48,658.91,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE VIVO SUPERMERCADOS 47,719,313115.02,435.49,2026-02-01 00:00:00,2026-02-01 00:00:00
UNIDASUL MACROMIX ATACADO FILIAL75,503,312678.1,621.63,2026-02-01 00:00:00,2026-02-01 00:00:00
LAVAGNOLI BAIXO GUANDU,603,312591.72,518.39,2026-02-01 00:00:00,2026-02-01 00:00:00
CREMA LJ2,675,312435.78,462.87,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MICHELASSI 1,461,310652.6,673.87,2026-02-01 00:00:00,2026-02-01 00:00:00
UNIDASUL FILIAL32,454,309154.37,680.96,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO JAPAO LJ2,496,308001.23,620.97,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO VITORIA,2323,306994.2,132.15,2026-02-01 00:00:00,2026-02-01 00:00:00
OLIVEIRA ATACAREJO LJ02,688,306306.01,445.21,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS NOVA ESTRELA LJ4,438,305196.8,696.8,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO KI PRECO BAIXO LJ1,569,304678.56,535.46,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GUANABARA DOMINGOS DE ALMEIDA,430,303933.13,706.82,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE VIVO SUPERMERCADOS 46,649,302816.72,466.59,2026-02-01 00:00:00,2026-02-01 00:00:00
LAVAGNOLI CORREGO DO OURO,571,302798.89,530.3,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO LUCAS,1731,301606.7,174.24,2026-02-01 00:00:00,2026-02-01 00:00:00
MOACYR SUPERM LJ1,442,300286.64,679.38,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER AVENIDA LJ1,831,299587.56,360.51,2026-02-01 00:00:00,2026-02-01 00:00:00
ANTONELLI SUPERMERCADO 1,723,298851.56,413.35,2026-02-01 00:00:00,2026-02-01 00:00:00
RIGHI SUPERMERCADOS 16,600,298670.7,497.78,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO IDEAL,2990,298128.47,99.71,2026-02-01 00:00:00,2026-02-01 00:00:00
BILO SUPERMERCADO,423,297385.42,703.04,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TRIDICO,333,296852.59,891.45,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS UNIDOS NOVA IGUACU,374,296207.23,792.0,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ALVES,2092,296064.3,141.52,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MARTENDAL,579,295859.8,510.98,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PAULISTA,1312,295441.03,225.18,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS NOVA ESTRELA LJ2,557,294237.43,528.25,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO NAGAI,495,293916.68,593.77,2026-02-01 00:00:00,2026-02-01 00:00:00
CAMPEIRO SUPERMERCADOS LJ1,854,293498.86,343.68,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ARAUJO,618,292900.33,473.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RIO VERMELHO LJ3,420,292487.65,696.4,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADO GB MIX BRITO,380,292356.17,769.36,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADO REAL CAMPO NOVO DO PARECIS,439,292236.51,665.69,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ARMAZEM RIO,572,291508.59,509.63,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO NICOLINI 17,588,291185.81,495.21,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP MAIOLINI 1,776,290979.88,374.97,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERM SAO ROQUE L08,360,290108.56,805.86,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MERCOCENTRO 1,482,289922.49,601.5,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MORTARI,393,289722.32,737.21,2026-02-01 00:00:00,2026-02-01 00:00:00
NOVO TEMPO SUPERMERCADO 3,448,289503.77,646.21,2026-02-01 00:00:00,2026-02-01 00:00:00
ECOMIX F 1028 BAGE,482,289346.6,600.3,2026-02-01 00:00:00,2026-02-01 00:00:00
UNIDASUL MACROMIX ATACADO FILIAL74,505,289101.55,572.48,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RIO VERMELHO LJ1,466,288717.94,619.57,2026-02-01 00:00:00,2026-02-01 00:00:00
MUNDO REAL ATACADO,389,288584.08,741.86,2026-02-01 00:00:00,2026-02-01 00:00:00
COLINA DISTRIBUIDORA LJ4,706,288446.43,408.56,2026-02-01 00:00:00,2026-02-01 00:00:00
MOREIRA DA GENTE LJ1,593,288160.25,485.94,2026-02-01 00:00:00,2026-02-01 00:00:00
MINI BOX DESTAK LJ3,640,287670.89,449.49,2026-02-01 00:00:00,2026-02-01 00:00:00
ANTONELLI SUPERMERCADO 4,605,286593.17,473.71,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS NICOLINI 1,572,286304.13,500.53,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BIG MASTER LJ2,453,286155.24,631.69,2026-02-01 00:00:00,2026-02-01 00:00:00
GUEDES SUPERMERCADO,581,285695.46,491.73,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SOBERANO,1281,285298.33,222.72,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BAGARELLI,572,285276.97,498.74,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERGIRO ALIMENTOS,483,284009.82,588.01,2026-02-01 00:00:00,2026-02-01 00:00:00
SANTO SUPERMERCADOS LJ1,490,283660.8,578.9,2026-02-01 00:00:00,2026-02-01 00:00:00
UNIDASUL FILIAL67,461,283427.03,614.81,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SILVA,1961,282199.58,143.91,2026-02-01 00:00:00,2026-02-01 00:00:00
TROPICAL SUPERMERCADO,832,281860.53,338.77,2026-02-01 00:00:00,2026-02-01 00:00:00
COJIBA SUPERMERCADOS LJ1,564,281798.56,499.64,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BOM PRECO LJ1,1310,281738.64,215.07,2026-02-01 00:00:00,2026-02-01 00:00:00
JORGE MERCADO,798,281198.98,352.38,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BASTOS LJ1,844,280805.17,332.71,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER SETE 8,681,280532.87,411.94,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ESPERANCA LJ01,483,280044.1,579.8,2026-02-01 00:00:00,2026-02-01 00:00:00
JOMART ATACADO LJ1,742,279925.09,377.26,2026-02-01 00:00:00,2026-02-01 00:00:00
SANTA CLARA SUPERMERCADO 1,470,279304.74,594.27,2026-02-01 00:00:00,2026-02-01 00:00:00
BRASIL AUTO SERVICO,491,278593.84,567.4,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MINI PRECO,2510,278167.26,110.82,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP FANTASTICO,612,278114.64,454.44,2026-02-01 00:00:00,2026-02-01 00:00:00
POPULAR ATACADISTA,514,278061.17,540.98,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADO GB MIX TREVO,430,277230.94,644.72,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SERRA AZUL LJ3,471,277113.09,588.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FERNANDES,747,277003.49,370.82,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO KOLYNA CENTRO,591,276684.54,468.16,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MAIS VOCE LJ2,1052,276684.43,263.01,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PRECITO,547,276520.05,505.52,2026-02-01 00:00:00,2026-02-01 00:00:00
UNIDASUL FILIAL35,470,276392.11,588.07,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PAGUE MENOS,2868,276131.53,96.28,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER SEIS,623,275729.58,442.58,2026-02-01 00:00:00,2026-02-01 00:00:00
UNIDASUL MACROMIX ATACADO FILIAL60,509,275705.17,541.66,2026-02-01 00:00:00,2026-02-01 00:00:00
MIX ATACADAO,878,275457.01,313.73,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL BOM PRECO,841,274846.91,326.81,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP SUPER SO 27,511,274831.33,537.83,2026-02-01 00:00:00,2026-02-01 00:00:00
LAVAGNOLI BR259,594,274760.58,462.56,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS RIGHI LJ 6,618,274731.53,444.55,2026-02-01 00:00:00,2026-02-01 00:00:00
FONSE ATACADO LJ1,373,273817.57,734.1,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERM SAO ROQUE L41,390,272305.27,698.22,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER DISTRIBUIDOR DE ALIMENTOS SILVA,649,272128.06,419.3,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BOMBOM,722,271578.95,376.15,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CONFIANCA,2385,270988.67,113.62,2026-02-01 00:00:00,2026-02-01 00:00:00
BRASIL ATACADISTA LJ 28,435,270533.36,621.92,2026-02-01 00:00:00,2026-02-01 00:00:00
SOL NASCENTE LJ1,1061,270233.91,254.7,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ALMEIDA,1514,270146.96,178.43,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ESTRELA AZUL LJ1,618,269379.92,435.89,2026-02-01 00:00:00,2026-02-01 00:00:00
MACAMO SAO LEOPOLDO,419,269097.25,642.24,2026-02-01 00:00:00,2026-02-01 00:00:00
FAVORITO SUPERMERCADO PONTES E LACERDA,797,269078.9,337.61,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS GRICKI 2,477,268698.69,563.31,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS BELTRAME LJ5,520,268533.96,516.41,2026-02-01 00:00:00,2026-02-01 00:00:00
IQUEGAMI SUPERMERCADO TAQUARITINGA,777,268379.79,345.41,2026-02-01 00:00:00,2026-02-01 00:00:00
COFESA LJ9,716,268197.13,374.58,2026-02-01 00:00:00,2026-02-01 00:00:00
NILO SUPERMERCADO,429,267627.99,623.84,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PONTO CERTO,2433,266843.23,109.68,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO 3 IRMAOS LJ4,587,266436.39,453.9,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP RUSCITO LOJA 1,578,265940.92,460.11,2026-02-01 00:00:00,2026-02-01 00:00:00
MILENIO EXPRESS LJ3,884,265391.93,300.22,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL GLICIA,477,265084.19,555.73,2026-02-01 00:00:00,2026-02-01 00:00:00
CHIMAR SUPERMERCADOS LJ 5,484,265034.4,547.59,2026-02-01 00:00:00,2026-02-01 00:00:00
HIPERMERCADO PALOTINA 005,564,264993.16,469.85,2026-02-01 00:00:00,2026-02-01 00:00:00
ECOMIX SANTIAGO,499,264391.78,529.84,2026-02-01 00:00:00,2026-02-01 00:00:00
COMPRE MAIS LJ06,624,264265.12,423.5,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS MESSIAS PEIXOTO LJ2,670,262933.89,392.44,2026-02-01 00:00:00,2026-02-01 00:00:00
COMPRE MAIS LJ38,589,262696.25,446.0,2026-02-01 00:00:00,2026-02-01 00:00:00
PASQUALOTTO SUPERMERCADOS JUINA LJ4,451,262531.72,582.11,2026-02-01 00:00:00,2026-02-01 00:00:00
BANDEIRANTE SUPERMERCADOS LJ4,437,261149.5,597.6,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GUANABARA DOM PEDRO II,441,261117.34,592.1,2026-02-01 00:00:00,2026-02-01 00:00:00
ISKMANS COMERCIO,544,261065.82,479.9,2026-02-01 00:00:00,2026-02-01 00:00:00
KMAIS ATACADO E VAREJO,383,260677.52,680.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER RODRIGUES TAGUAI,494,260665.78,527.66,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO GERALDO LJ6,479,260207.62,543.23,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADAO JURERE,121,259404.01,2143.83,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FLUMINENSE 9,577,259394.51,449.56,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO CRUZ,418,258808.95,619.16,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERM SAO ROQUE L29,354,258081.06,729.04,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO QUEIROZ,602,257941.6,428.47,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER ECONOMIA,766,257746.28,336.48,2026-02-01 00:00:00,2026-02-01 00:00:00
HIPER LEVE MAIS,705,257712.71,365.55,2026-02-01 00:00:00,2026-02-01 00:00:00
RODRIGUES SUPERMERCADO,940,257580.84,274.02,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE MAE SUPERMERCADO,538,257062.97,477.81,2026-02-01 00:00:00,2026-02-01 00:00:00
BRASIL ATACADISTA LJ 35,500,256336.71,512.67,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERM SAO ROQUE L01,368,255787.84,695.08,2026-02-01 00:00:00,2026-02-01 00:00:00
KENIO SUPERMERCADO,680,255747.69,376.1,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MANARIM,444,255265.12,574.92,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO NOVO DIA,1341,255209.84,190.31,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SOARES,2106,254584.41,120.89,2026-02-01 00:00:00,2026-02-01 00:00:00
BRASIL ATACADISTA LJ 33,529,254099.38,480.34,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ALVORADA 2,1282,253043.12,197.38,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SANTA FE CENTRO SP LOJA 5,514,251885.47,490.05,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA HIRATA,597,251744.35,421.68,2026-02-01 00:00:00,2026-02-01 00:00:00
COMPRE MAIS LJ17,450,250646.86,556.99,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS RIO SUL DE QUEIMADOS,549,250564.99,456.4,2026-02-01 00:00:00,2026-02-01 00:00:00
KAMEL MEGA MIX LJ1,623,250549.16,402.17,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO VENEZA RJ,584,250282.16,428.57,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SANTO ANTONIO BICAS,435,250063.72,574.86,2026-02-01 00:00:00,2026-02-01 00:00:00
MIX SAO LUIS,546,249299.53,456.59,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RIO SUL,594,249208.62,419.54,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADO SUPER SAITO LJ4,547,249135.55,455.46,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO REIS,1475,248912.34,168.75,2026-02-01 00:00:00,2026-02-01 00:00:00
NOVO TEMPO SUPERMERCADO,417,248795.88,596.63,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO AVENIDA,2726,248328.93,91.1,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERM SAO ROQUE L26,360,248259.69,689.61,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE BOM LUGAR SUPERMERCADOS,969,247768.15,255.69,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE JAIME,993,247766.27,249.51,2026-02-01 00:00:00,2026-02-01 00:00:00
BIG SUPERMERCADOS L17,302,247402.37,819.21,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ROSSO 1,417,246814.85,591.88,2026-02-01 00:00:00,2026-02-01 00:00:00
MAGNANIMO SUPERMERCADOS LJ3,470,246606.94,524.7,2026-02-01 00:00:00,2026-02-01 00:00:00
CELEIRO SUPERMERCADO SAPEZAL,507,246249.46,485.7,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMECADO FRADE,509,246188.77,483.67,2026-02-01 00:00:00,2026-02-01 00:00:00
SAKASHITA SUPERMERCADOS LJ6,623,245269.07,393.69,2026-02-01 00:00:00,2026-02-01 00:00:00
FALCAO SUPERMERCADO 7,730,245172.53,335.85,2026-02-01 00:00:00,2026-02-01 00:00:00
SAO JORGE SUPERMERCADO 1,761,244367.13,321.11,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BIG COMPRA LJ3,383,244162.95,637.5,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMARCON,532,243670.48,458.03,2026-02-01 00:00:00,2026-02-01 00:00:00
PRATIKO LJ9,464,243384.82,524.54,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS CALVI LJ01,515,243217.89,472.27,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DA PRACA 3,483,242659.97,502.4,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GAVIAO,562,242163.41,430.9,2026-02-01 00:00:00,2026-02-01 00:00:00
OURO VERDE LJ1,459,242016.95,527.27,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCANTIL PROGRESSO,689,241986.29,351.21,2026-02-01 00:00:00,2026-02-01 00:00:00
UNIDASUL MACROMIX ATACADO FILIAL17,404,241900.66,598.76,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL DARA,246,241899.24,983.33,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PADRE NICOLAU,569,241455.06,424.35,2026-02-01 00:00:00,2026-02-01 00:00:00
PERES E PERES ATACAREJO LJ1,474,241438.42,509.36,2026-02-01 00:00:00,2026-02-01 00:00:00
PERSONAL GARDEN LJ1,433,241145.17,556.92,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MILAO,845,240888.73,285.08,2026-02-01 00:00:00,2026-02-01 00:00:00
MUNDIAL SUPERMERCADO LJ1,323,240817.61,745.57,2026-02-01 00:00:00,2026-02-01 00:00:00
ECONOMICO LJ3,775,240393.07,310.18,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DUDA 2,424,240195.43,566.5,2026-02-01 00:00:00,2026-02-01 00:00:00
R P SANTO COMERCIO LJ1,528,239907.83,454.37,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO IDEAL LJ1,623,239864.26,385.01,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SANTANA,1975,239592.4,121.31,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MENDONCA VALENTINA,668,239179.54,358.05,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER ZAT LJ18,428,239115.89,558.68,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS NOVA ESTRELA LJ5,541,238861.72,441.52,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SACOLAO DO JORGE 1,510,238823.05,468.28,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MAIS,745,238699.59,320.4,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO GERALDO,1121,237983.54,212.3,2026-02-01 00:00:00,2026-02-01 00:00:00
JUMBO ATACADISTA,699,237968.35,340.44,2026-02-01 00:00:00,2026-02-01 00:00:00
MAIS LIDER SUPERMERCADO,800,237622.09,297.03,2026-02-01 00:00:00,2026-02-01 00:00:00
HIPER SENNA LJ8,538,237593.92,441.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERM SAO ROQUE L19,359,237329.23,661.08,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO SERVE BEM,1109,237037.68,213.74,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MOURA,719,236729.4,329.25,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO 3 IRMAOS LJ2,871,236453.6,271.47,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DA PRACA 104,445,236412.62,531.26,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO UNIAO,3085,236313.08,76.6,2026-02-01 00:00:00,2026-02-01 00:00:00
CELEIRO CENTER,378,235762.54,623.71,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO OLIVEIRA,2419,235374.76,97.3,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACAREJO,544,235036.4,432.05,2026-02-01 00:00:00,2026-02-01 00:00:00
BIG BLUE SUPERMERCADO,466,234990.65,504.27,2026-02-01 00:00:00,2026-02-01 00:00:00
SAFRA CLEAN,720,234985.02,326.37,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO KI BARATO LJ4,402,234936.8,584.42,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ROSSO 8,405,233773.21,577.22,2026-02-01 00:00:00,2026-02-01 00:00:00
LJ 7 SUPERMERCADO SAO JUDAS,451,233709.83,518.2,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUPER DIDI LJ1,740,233449.1,315.47,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ALVORADA 1,1256,233418.91,185.84,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CAARAPO 127,502,233406.27,464.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO KI BARATO LJ5,545,233160.23,427.82,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RODRIGUES LJ2,820,232809.46,283.91,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BRASIL 1,475,232614.48,489.71,2026-02-01 00:00:00,2026-02-01 00:00:00
EBASICO ATACADO LJ2,608,232435.15,382.29,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO NOVA EUROPA 2,563,232352.62,412.7,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TRIDICO 3,318,232075.14,729.8,2026-02-01 00:00:00,2026-02-01 00:00:00
FONTE NOVA SUPERMERCADOS 12,478,231967.81,485.29,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS SAO DOMINGOS 1,517,231800.96,448.36,2026-02-01 00:00:00,2026-02-01 00:00:00
MUNDO REAL L3,378,231662.77,612.86,2026-02-01 00:00:00,2026-02-01 00:00:00
GAVIAO CONCEPT,547,231214.12,422.69,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS BELTRAME LJ1,498,231192.24,464.24,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL PRIMAVERA 3,480,230977.94,481.2,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RELUZ,1748,230956.84,132.13,2026-02-01 00:00:00,2026-02-01 00:00:00
AMANTINO SUPERMERCADO,562,230644.18,410.4,2026-02-01 00:00:00,2026-02-01 00:00:00
MANFROI SUPERMERCADOS SALTO DO LONTRA,574,230203.68,401.05,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO HAAG,841,229532.82,272.93,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL SOUSA 2,497,228427.92,459.61,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DA PRACA 9,493,228220.21,462.92,2026-02-01 00:00:00,2026-02-01 00:00:00
FREK ATACADO E VAREJO,370,227939.79,616.05,2026-02-01 00:00:00,2026-02-01 00:00:00
PERUZZO SUPERMERCADOS F 1016 ALEGRETE II,552,227713.51,412.52,2026-02-01 00:00:00,2026-02-01 00:00:00
CITRO5 ATACAREJO,472,227661.68,482.33,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MIX ATACADO E VAREJO,421,227592.51,540.6,2026-02-01 00:00:00,2026-02-01 00:00:00
COMPRE BEM SUPERMERCADO,956,227400.7,237.87,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO REINBERG,414,227160.03,548.7,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER PACHECO LJ3,643,227129.47,353.23,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RIZOLAR,572,226664.66,396.27,2026-02-01 00:00:00,2026-02-01 00:00:00
FA SOUZA E CIA,677,226661.2,334.8,2026-02-01 00:00:00,2026-02-01 00:00:00
CREMA LJ1,595,226568.84,380.79,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BIG MASTER LJ6,622,226340.52,363.89,2026-02-01 00:00:00,2026-02-01 00:00:00
LJ 4 SUPERMERCADO SAO JUDAS,455,226325.82,497.42,2026-02-01 00:00:00,2026-02-01 00:00:00
PAG MENOS SUPERMERCADOS LJ2,382,225971.79,591.55,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CAMPOS LJ1,993,225952.57,227.55,2026-02-01 00:00:00,2026-02-01 00:00:00
PERUZZO SUPERMERCADOS F 1007 DOM PEDRITO,517,225882.18,436.91,2026-02-01 00:00:00,2026-02-01 00:00:00
BEM NOSSO ATACAREJO LJ7,747,225666.45,302.1,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MASTER,1771,225438.57,127.29,2026-02-01 00:00:00,2026-02-01 00:00:00
RIO SUL SAO LUIZ NORTE,723,225140.72,311.4,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FLUMINENSE 30,439,224890.2,512.28,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADO E VAREJO SUBTIL,610,224654.02,368.29,2026-02-01 00:00:00,2026-02-01 00:00:00
DISTRIBUIDORA QUEIROZ 9,709,224646.12,316.85,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER KAN LJ4,382,224481.59,587.65,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER DAMASCENO,676,224415.69,331.98,2026-02-01 00:00:00,2026-02-01 00:00:00
MAXMERCADO SANTALUZIA LJ2,454,224116.49,493.65,2026-02-01 00:00:00,2026-02-01 00:00:00
CHIMARRAO ATACADISTA LJ30,538,223993.8,416.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DONA NOVINHA,663,223730.76,337.45,2026-02-01 00:00:00,2026-02-01 00:00:00
SOUZA SOARES E SOARES,776,223699.86,288.27,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO OLIVEIRA LJ2,1641,223607.41,136.26,2026-02-01 00:00:00,2026-02-01 00:00:00
